latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
27.6656,86.583,309.4,1.2,1.1,2018-03-20,0512,Terra,MODIS,35,6.03,296.1,8.3,D,0
27.669,86.5901,311.3,1.2,1.1,2018-03-20,0512,Terra,MODIS,61,6.03,294.9,9.2,D,0
28.0281,84.3427,312.3,1,1,2018-03-20,0512,Terra,MODIS,41,6.03,299.1,5.6,D,0
27.5839,87.2624,308.6,1.3,1.1,2018-03-20,0512,Terra,MODIS,61,6.03,297.1,8.4,D,0
28.109,85.2573,332.4,1,1,2018-03-20,0512,Terra,MODIS,88,6.03,301.2,29.5,D,0
28.1858,85.0612,314.1,1,1,2018-03-20,0512,Terra,MODIS,41,6.03,301.5,10.1,D,0
28.037,84.3443,311.9,1,1,2018-03-20,0512,Terra,MODIS,30,6.03,300.1,5.5,D,0
27.2536,83.9694,316.6,1,1,2018-03-20,0512,Terra,MODIS,36,6.03,305.1,5.8,D,0
26.6326,84.4748,320.1,1,1,2018-03-20,0512,Terra,MODIS,33,6.03,307.5,6.3,D,0
26.7455,86.6305,314.5,1.2,1.1,2018-03-20,0512,Terra,MODIS,56,6.03,301,7.5,D,0
27.1929,84.1875,319.7,1,1,2018-03-20,0512,Terra,MODIS,66,6.03,306,5.8,D,0
26.8183,86.6882,315.7,1.2,1.1,2018-03-20,0512,Terra,MODIS,42,6.03,300.4,8.8,D,0
26.4035,81.702,322.2,2.5,1.5,2018-03-20,0823,Aqua,MODIS,67,6.03,308,33.6,D,0
28.9213,80.6562,314.8,2.2,1.4,2018-03-20,0824,Aqua,MODIS,58,6.03,303.1,21.9,D,0
28.8745,80.1474,324.1,2.1,1.4,2018-03-20,0824,Aqua,MODIS,52,6.03,307.4,28.4,D,0
28.9241,80.6626,316.7,2.2,1.4,2018-03-20,0824,Aqua,MODIS,63,6.03,303.7,25.8,D,0
28.3716,80.8828,318.3,2.3,1.5,2018-03-20,0824,Aqua,MODIS,46,6.03,307.3,18.4,D,0
28.3751,80.8872,318.7,2.3,1.5,2018-03-20,0824,Aqua,MODIS,51,6.03,307.3,19.4,D,0
28.2609,80.4942,323.2,2.1,1.4,2018-03-20,0824,Aqua,MODIS,73,6.03,305.9,33.2,D,0
28.2579,80.4803,317.1,2.1,1.4,2018-03-20,0824,Aqua,MODIS,61,6.03,306,16.7,D,0
28.26,80.5018,320.5,2.1,1.4,2018-03-20,0824,Aqua,MODIS,69,6.03,305.6,25.4,D,0
28.8752,80.1421,325.5,2.1,1.4,2018-03-20,0824,Aqua,MODIS,75,6.03,307.7,35.2,D,0
27.6062,85.7006,339.6,1.6,1.2,2018-03-20,1610,Terra,MODIS,100,6.03,289.7,85.9,N,0
27.2668,84.8788,301.6,1.8,1.3,2018-03-20,1610,Terra,MODIS,42,6.03,291.5,10.8,N,0
27.6035,85.6859,304.8,1.6,1.2,2018-03-20,1610,Terra,MODIS,61,6.03,287.6,14,N,0
27.7082,82.4512,307.2,1.1,1,2018-03-20,2030,Aqua,MODIS,69,6.03,295.2,6.9,N,0
27.5452,84.4669,312.6,4.3,1.9,2018-03-21,0554,Terra,MODIS,53,6.03,297.5,55.3,D,0
27.5316,84.4676,311,4.3,1.9,2018-03-21,0554,Terra,MODIS,45,6.03,297.4,44.5,D,0
28.8865,80.1376,316.6,2,1.4,2018-03-21,0554,Terra,MODIS,45,6.03,302.5,14.9,D,0
28.919,80.1669,318.7,2,1.4,2018-03-21,0554,Terra,MODIS,74,6.03,300.9,26.1,D,0
26.6822,86.7089,316.6,1,1,2018-03-21,0728,Aqua,MODIS,34,6.03,303.1,5.5,D,0
27.1301,84.3923,320.6,1.2,1.1,2018-03-21,0728,Aqua,MODIS,65,6.03,307,8,D,0
27.2107,84.8843,318.4,1.2,1.1,2018-03-21,0728,Aqua,MODIS,42,6.03,305.5,6.6,D,0
27.2126,84.896,325.2,1.2,1.1,2018-03-21,0728,Aqua,MODIS,74,6.03,304.9,16.2,D,0
27.1831,85.2568,318.6,1.1,1.1,2018-03-21,0728,Aqua,MODIS,57,6.03,305.9,8.3,D,0
27.1581,85.2569,330.1,1.1,1.1,2018-03-21,0728,Aqua,MODIS,80,6.03,306,23.2,D,0
27.1231,85.1001,319.3,1.2,1.1,2018-03-21,0728,Aqua,MODIS,58,6.03,306.2,8.2,D,0
27.2376,85.8188,316.5,1.1,1,2018-03-21,0728,Aqua,MODIS,38,6.03,301.9,6,D,0
27.2393,85.8296,317.7,1.1,1,2018-03-21,0728,Aqua,MODIS,50,6.03,302.5,7.6,D,0
27.7005,81.9491,319.6,1.7,1.3,2018-03-21,0728,Aqua,MODIS,67,6.03,305.9,18.3,D,0
27.9607,84.2461,316.2,1.2,1.1,2018-03-21,0728,Aqua,MODIS,65,6.03,301.3,9.9,D,0
27.6607,82.8783,324.3,1.5,1.2,2018-03-21,0728,Aqua,MODIS,75,6.03,304.1,22.9,D,0
27.9095,84.9921,321.8,1.1,1.1,2018-03-21,0728,Aqua,MODIS,68,6.03,300.7,14.4,D,0
27.7713,84.3554,316.7,1.2,1.1,2018-03-21,0728,Aqua,MODIS,42,6.03,301.5,9.5,D,0
27.7621,85.0439,319.7,1.1,1.1,2018-03-21,0728,Aqua,MODIS,63,6.03,306.6,9.5,D,0
27.6726,84.6178,317,1.2,1.1,2018-03-21,0728,Aqua,MODIS,49,6.03,303.8,8.9,D,0
27.5418,84.4525,333.3,1.2,1.1,2018-03-21,0728,Aqua,MODIS,84,6.03,302.3,32,D,0
27.5321,84.4547,372.7,1.2,1.1,2018-03-21,0728,Aqua,MODIS,100,6.03,306,156.9,D,0
27.5342,84.4668,320.9,1.2,1.1,2018-03-21,0728,Aqua,MODIS,66,6.03,302.7,13.1,D,0
27.5362,84.4789,320.1,1.2,1.1,2018-03-21,0728,Aqua,MODIS,69,6.03,303.7,12.6,D,0
27.5387,84.5531,320.3,1.2,1.1,2018-03-21,0728,Aqua,MODIS,62,6.03,304.8,12.3,D,0
27.5407,84.5651,325.3,1.2,1.1,2018-03-21,0728,Aqua,MODIS,77,6.03,304.4,19.3,D,0
27.6074,85.6994,318.3,1.1,1,2018-03-21,0728,Aqua,MODIS,69,6.03,304.7,8.8,D,0
27.6091,85.7099,316.3,1.1,1,2018-03-21,0728,Aqua,MODIS,58,6.03,302.6,6.4,D,0
27.41,84.5316,313.6,1.2,1.1,2018-03-21,0728,Aqua,MODIS,48,6.03,302.8,6.9,D,0
27.3963,84.5093,314.9,1.2,1.1,2018-03-21,0728,Aqua,MODIS,48,6.03,302.5,7.1,D,0
27.3877,84.7579,319,1.2,1.1,2018-03-21,0728,Aqua,MODIS,37,6.03,303,10,D,0
27.3681,84.7005,315.1,1.2,1.1,2018-03-21,0728,Aqua,MODIS,58,6.03,303.4,7.5,D,0
27.2523,84.199,321.8,1.3,1.1,2018-03-21,0728,Aqua,MODIS,70,6.03,307,9.4,D,0
27.3893,85.0277,323.6,1.2,1.1,2018-03-21,0728,Aqua,MODIS,74,6.03,307.2,11.7,D,0
27.3534,84.8677,316.7,1.2,1.1,2018-03-21,0728,Aqua,MODIS,60,6.03,304.3,8.4,D,0
27.3165,84.7043,330.9,1.2,1.1,2018-03-21,0728,Aqua,MODIS,82,6.03,306.2,27.9,D,0
27.342,84.9784,315.3,1.2,1.1,2018-03-21,0728,Aqua,MODIS,34,6.03,303.3,6.8,D,0
27.2918,84.795,324.2,1.2,1.1,2018-03-21,0728,Aqua,MODIS,67,6.03,304.9,14.9,D,0
27.2855,84.7786,369.5,1.2,1.1,2018-03-21,0728,Aqua,MODIS,100,6.03,307.4,132.1,D,0
27.2874,84.7904,357.6,1.2,1.1,2018-03-21,0728,Aqua,MODIS,98,6.03,306.5,86.7,D,0
27.2758,84.7806,335.5,1.2,1.1,2018-03-21,0728,Aqua,MODIS,79,6.03,307.3,31.8,D,0
27.2643,84.7708,327.1,1.2,1.1,2018-03-21,0728,Aqua,MODIS,56,6.03,306.6,19.5,D,0
27.2258,84.7787,323.9,1.2,1.1,2018-03-21,0728,Aqua,MODIS,66,6.03,307.8,14.3,D,0
27.2278,84.7905,322,1.2,1.1,2018-03-21,0728,Aqua,MODIS,62,6.03,305.2,11.5,D,0
27.2472,85.0272,321.8,1.2,1.1,2018-03-21,0728,Aqua,MODIS,58,6.03,308.9,10.2,D,0
27.1318,84.3993,321.8,1.2,1.1,2018-03-21,0728,Aqua,MODIS,69,6.03,307.2,9.9,D,0
26.9713,87.1604,324.8,1,1,2018-03-21,0728,Aqua,MODIS,76,6.03,301.3,13.7,D,0
26.9445,87.1654,316.9,1,1,2018-03-21,0728,Aqua,MODIS,62,6.03,301.2,6.3,D,0
26.8085,86.4471,321.2,1,1,2018-03-21,0728,Aqua,MODIS,64,6.03,307.2,6.9,D,0
26.8371,86.8822,319.1,1,1,2018-03-21,0728,Aqua,MODIS,51,6.03,302.8,7.8,D,0
26.7496,86.6646,321.7,1,1,2018-03-21,0728,Aqua,MODIS,66,6.03,305.1,8.6,D,0
26.7228,86.7325,318.7,1,1,2018-03-21,0728,Aqua,MODIS,62,6.03,303.6,8.2,D,0
26.8197,87.4468,313.3,1,1,2018-03-21,0728,Aqua,MODIS,29,6.03,296.9,6.6,D,0
27.1155,85.1134,325.7,1.2,1.1,2018-03-21,0728,Aqua,MODIS,75,6.03,305.5,15.1,D,0
27.139,85.3187,321.4,1.1,1.1,2018-03-21,0728,Aqua,MODIS,68,6.03,306.3,11,D,0
27.1408,85.3299,320.1,1.1,1.1,2018-03-21,0728,Aqua,MODIS,65,6.03,306.6,8.9,D,0
27.5077,87.7479,332.5,1,1,2018-03-21,0728,Aqua,MODIS,86,6.03,290.9,29.2,D,0
27.1883,85.8066,317.6,1.1,1,2018-03-21,0728,Aqua,MODIS,60,6.03,305,8,D,0
27.1351,85.8116,318.5,1.1,1,2018-03-21,0728,Aqua,MODIS,55,6.03,305.5,7.6,D,0
27.0237,85.6951,326.5,1.1,1,2018-03-21,0728,Aqua,MODIS,76,6.03,305.3,14.5,D,0
27.0254,85.7059,319.8,1.1,1,2018-03-21,0728,Aqua,MODIS,56,6.03,305.2,6.6,D,0
26.9843,86.0288,325.2,1.1,1,2018-03-21,0728,Aqua,MODIS,74,6.03,306.3,12.9,D,0
26.9752,86.0306,322.3,1.1,1,2018-03-21,0728,Aqua,MODIS,70,6.03,305.9,9.4,D,0
26.8644,86.205,321.5,1.1,1,2018-03-21,0728,Aqua,MODIS,66,6.03,308.5,6.8,D,0
26.552,84.5003,325.7,1.3,1.1,2018-03-21,0728,Aqua,MODIS,69,6.03,306.4,16.9,D,0
29.1052,82.0746,348.5,1.6,1.2,2018-03-21,0729,Aqua,MODIS,95,6.03,295,111.4,D,0
29.1077,82.0881,327.4,1.6,1.2,2018-03-21,0729,Aqua,MODIS,73,6.03,286.9,45.8,D,0
28.3923,80.3471,320.1,2.1,1.4,2018-03-21,0729,Aqua,MODIS,71,6.03,299.9,30.3,D,0
28.3964,80.368,328,2.1,1.4,2018-03-21,0729,Aqua,MODIS,81,6.03,300.6,56.9,D,0
28.4276,80.8483,315.1,2,1.4,2018-03-21,0729,Aqua,MODIS,63,6.03,301,16.4,D,0
28.2049,80.3405,316.6,2.1,1.4,2018-03-21,0729,Aqua,MODIS,60,6.03,300,20.3,D,0
28.1924,80.3438,318.9,2.1,1.4,2018-03-21,0729,Aqua,MODIS,67,6.03,300.5,27.5,D,0
28.9309,81.1394,316.8,1.8,1.3,2018-03-21,0729,Aqua,MODIS,70,6.03,301.6,21.1,D,0
29.2469,81.0382,318.8,1.8,1.3,2018-03-21,0729,Aqua,MODIS,63,6.03,302.1,22.3,D,0
28.8243,80.1161,316.9,2.2,1.4,2018-03-21,0729,Aqua,MODIS,62,6.03,303.1,15.5,D,0
28.0101,82.2103,305.2,1.1,1.1,2018-03-21,1653,Terra,MODIS,52,6.03,293.7,6,N,0
27.7573,82.3854,305.2,1.1,1.1,2018-03-21,1653,Terra,MODIS,63,6.03,294.5,5.6,N,0
27.2693,84.7819,302.1,1.5,1.2,2018-03-21,1653,Terra,MODIS,47,6.03,291.4,7.7,N,0
27.1216,87.6893,312.5,1,1,2018-03-22,0500,Terra,MODIS,57,6.03,298.7,5.2,D,0
27.1402,85.8031,315.6,1,1,2018-03-22,0500,Terra,MODIS,59,6.03,302.1,6,D,0
27.3305,84.8716,313.9,1.1,1,2018-03-22,0500,Terra,MODIS,53,6.03,299.6,6.4,D,0
27.3566,85.0319,313.8,1.1,1,2018-03-22,0500,Terra,MODIS,39,6.03,299.5,4.8,D,0
27.413,85.014,316.4,1.1,1,2018-03-22,0500,Terra,MODIS,58,6.03,299.5,5.8,D,0
27.5249,84.4532,319.7,1.1,1.1,2018-03-22,0500,Terra,MODIS,49,6.03,300.5,12.2,D,0
27.5359,84.4431,322.1,1.1,1.1,2018-03-22,0500,Terra,MODIS,71,6.03,302,14.7,D,0
27.1201,87.6992,316.5,1,1,2018-03-22,0500,Terra,MODIS,70,6.03,297.5,8.7,D,0
26.6157,81.6683,320.1,1.6,1.2,2018-03-22,0500,Terra,MODIS,68,6.03,303,16.6,D,0
26.6176,81.6585,320,1.6,1.2,2018-03-22,0500,Terra,MODIS,69,6.03,303.2,17.6,D,0
27.5432,80.0812,317.2,2.1,1.4,2018-03-22,0500,Terra,MODIS,63,6.03,301.3,22.4,D,0
27.186,84.3855,321.2,1.1,1.1,2018-03-22,0500,Terra,MODIS,68,6.03,305,8.7,D,0
26.9728,86.0111,317.7,1,1,2018-03-22,0500,Terra,MODIS,55,6.03,301.5,5.8,D,0
27.2113,85.0777,319.4,1.1,1,2018-03-22,0500,Terra,MODIS,67,6.03,300.8,10.1,D,0
27.2127,85.067,315.2,1.1,1,2018-03-22,0500,Terra,MODIS,36,6.03,301,5.9,D,0
27.2521,84.8412,321.1,1.1,1,2018-03-22,0500,Terra,MODIS,70,6.03,302,12.4,D,0
27.2579,84.7974,318.8,1.1,1,2018-03-22,0500,Terra,MODIS,64,6.03,301.1,9.3,D,0
27.2369,85.0271,315,1.1,1,2018-03-22,0500,Terra,MODIS,38,6.03,301.4,4.8,D,0
27.2687,84.788,315.6,1.1,1,2018-03-22,0500,Terra,MODIS,24,6.03,301.7,6,D,0
27.2701,84.777,317.2,1.1,1,2018-03-22,0500,Terra,MODIS,45,6.03,302.9,8.3,D,0
27.5463,84.4618,318.4,2.4,1.5,2018-03-22,0811,Aqua,MODIS,59,6.03,301.6,23.4,D,0
27.5484,84.4861,336,2.4,1.5,2018-03-22,0811,Aqua,MODIS,85,6.03,301.8,99.1,D,0
27.5503,84.469,327.5,2.4,1.5,2018-03-22,0811,Aqua,MODIS,77,6.03,301.6,54.5,D,0
27.5526,84.4933,325.9,2.4,1.5,2018-03-22,0811,Aqua,MODIS,75,6.03,301.1,48.2,D,0
27.5391,84.4946,320.5,2.4,1.5,2018-03-22,0811,Aqua,MODIS,52,6.03,302.3,29.1,D,0
27.2662,84.7671,319.6,2.5,1.5,2018-03-22,0811,Aqua,MODIS,62,6.03,305.4,29.1,D,0
27.8461,81.9017,328,1.6,1.2,2018-03-22,0811,Aqua,MODIS,78,6.03,307.1,26.8,D,0
26.8068,82.2468,302.2,1,1,2018-03-22,2018,Aqua,MODIS,47,6.03,289.4,6.3,N,0
27.2782,86.4253,311,1.2,1.1,2018-03-22,2018,Aqua,MODIS,81,6.03,290.3,14.5,N,0
27.9561,82.448,301.8,1,1,2018-03-22,2018,Aqua,MODIS,44,6.03,291.5,5.7,N,0
29.0646,81.0925,311.5,1.5,1.2,2018-03-23,0542,Terra,MODIS,55,6.03,299.2,10.6,D,0
28.4079,80.4986,322.7,1.4,1.2,2018-03-23,0542,Terra,MODIS,70,6.03,304.8,19.6,D,0
28.5284,80.4041,314,1.4,1.2,2018-03-23,0542,Terra,MODIS,58,6.03,300.9,8.1,D,0
27.8334,84.5794,313.9,2.6,1.6,2018-03-23,0542,Terra,MODIS,67,6.03,297.8,32,D,0
27.8377,84.559,312.5,2.6,1.6,2018-03-23,0542,Terra,MODIS,61,6.03,298.4,26.8,D,0
27.312,84.7529,321.9,2.8,1.6,2018-03-23,0542,Terra,MODIS,71,6.03,301.2,53.6,D,0
27.3151,84.759,321.8,2.8,1.6,2018-03-23,0542,Terra,MODIS,73,6.03,301.4,54.9,D,0
27.4199,84.7047,310.7,2.8,1.6,2018-03-23,0542,Terra,MODIS,36,6.03,299.3,22.3,D,0
28.4054,80.5123,320.5,1.4,1.2,2018-03-23,0542,Terra,MODIS,67,6.03,304.1,15.8,D,0
26.9965,83.4851,314.3,2.3,1.5,2018-03-23,0543,Terra,MODIS,46,6.03,303,16,D,0
26.9935,83.4897,317.4,2.3,1.5,2018-03-23,0543,Terra,MODIS,61,6.03,303.1,24.8,D,0
27.5672,80.8913,318.2,1.5,1.2,2018-03-23,0543,Terra,MODIS,62,6.03,303.6,12.3,D,0
26.992,83.5077,315.1,2.3,1.5,2018-03-23,0543,Terra,MODIS,51,6.03,302.4,18.5,D,0
27.574,83.9432,327.1,2,1.4,2018-03-23,0716,Aqua,MODIS,79,6.03,308.4,43.7,D,0
27.5146,84.5367,316.4,1.9,1.3,2018-03-23,0716,Aqua,MODIS,49,6.03,303.3,16.6,D,0
27.7977,86.2666,324.9,1.4,1.2,2018-03-23,0716,Aqua,MODIS,76,6.03,295.2,31.3,D,0
27.7568,86.2202,324.6,1.4,1.2,2018-03-23,0716,Aqua,MODIS,80,6.03,300.9,28,D,0
27.7607,86.2098,317.6,1.4,1.2,2018-03-23,0716,Aqua,MODIS,72,6.03,300.3,17.1,D,0
27.7633,86.2252,316,1.4,1.2,2018-03-23,0716,Aqua,MODIS,59,6.03,299.8,14.7,D,0
27.3933,84.7057,324.7,1.8,1.3,2018-03-23,0716,Aqua,MODIS,78,6.03,302.3,36.3,D,0
27.3985,84.7113,324.1,1.8,1.3,2018-03-23,0716,Aqua,MODIS,76,6.03,302.5,32.7,D,0
27.3468,84.7603,322.4,1.8,1.3,2018-03-23,0716,Aqua,MODIS,71,6.03,304.6,26.4,D,0
27.2919,84.6013,326.2,1.9,1.3,2018-03-23,0716,Aqua,MODIS,78,6.03,311,31.5,D,0
27.3084,84.7504,320,1.8,1.3,2018-03-23,0716,Aqua,MODIS,49,6.03,306.2,18.5,D,0
27.3141,84.7539,321.3,1.8,1.3,2018-03-23,0716,Aqua,MODIS,55,6.03,306.7,21.3,D,0
27.2461,84.8446,325.2,1.8,1.3,2018-03-23,0716,Aqua,MODIS,77,6.03,306,29.7,D,0
27.2564,84.8983,317.3,1.8,1.3,2018-03-23,0716,Aqua,MODIS,64,6.03,303.5,14.4,D,0
27.1641,85.0769,334.8,1.7,1.3,2018-03-23,0716,Aqua,MODIS,85,6.03,306.4,59.1,D,0
27.1502,85.2575,318.5,1.7,1.3,2018-03-23,0716,Aqua,MODIS,66,6.03,305.3,16,D,0
27.1533,85.2742,321.1,1.7,1.3,2018-03-23,0716,Aqua,MODIS,71,6.03,303.5,21.1,D,0
27.1257,85.3153,320.6,1.7,1.3,2018-03-23,0716,Aqua,MODIS,61,6.03,305.4,17.5,D,0
27.1274,85.3217,323.9,1.7,1.3,2018-03-23,0716,Aqua,MODIS,75,6.03,305.7,24.9,D,0
26.8395,84.3174,332.6,2,1.4,2018-03-23,0716,Aqua,MODIS,72,6.03,308.4,53.1,D,0
27.132,85.7964,319.9,1.6,1.2,2018-03-23,0716,Aqua,MODIS,52,6.03,304,16.8,D,0
26.8493,84.3201,334.5,2,1.4,2018-03-23,0716,Aqua,MODIS,64,6.03,309.6,63.1,D,0
28.0735,84.7991,315.8,1.7,1.3,2018-03-23,0716,Aqua,MODIS,59,6.03,300.3,13.1,D,0
27.0338,87.1413,321.4,1.3,1.1,2018-03-23,0716,Aqua,MODIS,61,6.03,302.6,17.8,D,0
27.036,87.1541,318,1.3,1.1,2018-03-23,0716,Aqua,MODIS,56,6.03,302.3,11,D,0
26.9201,87.9976,312.1,1.2,1.1,2018-03-23,0716,Aqua,MODIS,29,6.03,295.7,6.1,D,0
26.922,88.0092,314.4,1.2,1.1,2018-03-23,0716,Aqua,MODIS,0,6.03,294.8,8.6,D,0
27.8264,84.8379,318.3,1.8,1.3,2018-03-23,0716,Aqua,MODIS,69,6.03,304.6,15.2,D,0
27.5862,83.9403,325.5,2,1.4,2018-03-23,0716,Aqua,MODIS,70,6.03,304.9,37.4,D,0
26.7686,86.9871,305.7,1.3,1.1,2018-03-23,1640,Terra,MODIS,59,6.03,294.8,8.2,N,0
27.1333,86.5467,304.2,1.3,1.1,2018-03-23,1641,Terra,MODIS,59,6.03,291.7,7.4,N,0
27.2715,86.4287,303,1.2,1.1,2018-03-23,1641,Terra,MODIS,30,6.03,290.9,7.3,N,0
29.0308,81.148,304.6,1.1,1,2018-03-23,1641,Terra,MODIS,61,6.03,291.8,6.3,N,0
27.9519,82.4437,308.2,1,1,2018-03-23,1641,Terra,MODIS,74,6.03,292.6,8.1,N,0
27.9759,84.3989,300.9,1,1,2018-03-23,1641,Terra,MODIS,34,6.03,290.1,4.8,N,0
27.9069,84.9905,301.8,1.1,1,2018-03-23,1641,Terra,MODIS,37,6.03,288,5.9,N,0
27.899,85.003,301.2,1.1,1,2018-03-23,1641,Terra,MODIS,39,6.03,288.5,5.4,N,0
27.783,85.1862,301.7,1.1,1,2018-03-23,1641,Terra,MODIS,43,6.03,288.2,7.4,N,0
27.5395,84.4296,304.9,1,1,2018-03-23,1641,Terra,MODIS,52,6.03,290.1,6.7,N,0
27.5741,84.9103,301.5,1.1,1,2018-03-23,1641,Terra,MODIS,41,6.03,291.1,5.2,N,0
27.5754,84.9203,306,1.1,1,2018-03-23,1641,Terra,MODIS,66,6.03,290.2,8.1,N,0
27.4881,85.03,303.3,1.1,1,2018-03-23,1641,Terra,MODIS,54,6.03,291.1,6.6,N,0
27.4826,85.037,303.8,1.1,1,2018-03-23,1641,Terra,MODIS,57,6.03,291.6,6,N,0
27.4186,84.6223,305.6,1.1,1,2018-03-23,1641,Terra,MODIS,65,6.03,294.4,5.9,N,0
27.3358,84.762,306,1.1,1,2018-03-23,1641,Terra,MODIS,66,6.03,291.4,7.5,N,0
27.3916,85.3394,304.8,1.1,1.1,2018-03-23,1641,Terra,MODIS,62,6.03,293,7.1,N,0
27.3194,84.8515,302.6,1.1,1,2018-03-23,1641,Terra,MODIS,47,6.03,291.6,4.9,N,0
27.3207,84.8621,304.4,1.1,1,2018-03-23,1641,Terra,MODIS,60,6.03,292,5.9,N,0
27.2468,84.783,303.2,1.1,1,2018-03-23,1641,Terra,MODIS,54,6.03,291.9,5.9,N,0
27.2488,84.8695,309,1.1,1,2018-03-23,1641,Terra,MODIS,73,6.03,293.6,8.4,N,0
27.2502,84.8801,308.3,1.1,1,2018-03-23,1641,Terra,MODIS,74,6.03,293.8,8.1,N,0
27.2702,85.3313,302.9,1.1,1,2018-03-23,1641,Terra,MODIS,46,6.03,292.8,4.7,N,0
27.2598,85.4015,302.8,1.1,1.1,2018-03-23,1641,Terra,MODIS,41,6.03,292.7,4.4,N,0
27.2763,86.3856,324.6,1.2,1.1,2018-03-23,1641,Terra,MODIS,100,6.03,287.9,33,N,0
27.278,86.3994,303.5,1.2,1.1,2018-03-23,1641,Terra,MODIS,41,6.03,288.8,8.7,N,0
27.2828,86.4388,302.4,1.2,1.1,2018-03-23,1641,Terra,MODIS,41,6.03,290.3,7.5,N,0
27.1646,85.7987,307.2,1.2,1.1,2018-03-23,1641,Terra,MODIS,65,6.03,293.3,7.8,N,0
27.1689,85.833,303.8,1.2,1.1,2018-03-23,1641,Terra,MODIS,24,6.03,292.5,5.5,N,0
27.1551,85.8004,304.1,1.2,1.1,2018-03-23,1641,Terra,MODIS,14,6.03,293,5.4,N,0
27.1187,85.931,304.3,1.2,1.1,2018-03-23,1641,Terra,MODIS,59,6.03,293.3,6.7,N,0
27.0981,85.9228,301.9,1.2,1.1,2018-03-23,1641,Terra,MODIS,35,6.03,291.2,4.5,N,0
26.7152,86.8229,318.8,1.2,1.1,2018-03-24,0447,Terra,MODIS,58,6.03,304.7,9.5,D,0
26.7302,86.8614,318.2,1.2,1.1,2018-03-24,0447,Terra,MODIS,54,6.03,305.3,8.1,D,0
27.134,85.3128,327.7,1.5,1.2,2018-03-24,0447,Terra,MODIS,77,6.03,303,30.5,D,0
26.9046,87.2677,320.6,1.2,1.1,2018-03-24,0447,Terra,MODIS,62,6.03,306.1,10.2,D,0
27.1369,85.3193,321.2,1.5,1.2,2018-03-24,0447,Terra,MODIS,68,6.03,303.4,19.2,D,0
27.1385,85.3044,318.9,1.5,1.2,2018-03-24,0447,Terra,MODIS,62,6.03,302.2,15.6,D,0
27.2204,85.0686,318,1.5,1.2,2018-03-24,0447,Terra,MODIS,26,6.03,302.5,12.7,D,0
27.2314,85.0702,324.8,1.5,1.2,2018-03-24,0447,Terra,MODIS,74,6.03,301.9,26,D,0
26.9959,87.1926,321.1,1.2,1.1,2018-03-24,0447,Terra,MODIS,39,6.03,306.7,9.4,D,0
27.2989,84.8789,327.8,1.6,1.2,2018-03-24,0447,Terra,MODIS,78,6.03,304.3,34.4,D,0
27.31,84.8805,348.6,1.6,1.2,2018-03-24,0447,Terra,MODIS,94,6.03,304.9,101.5,D,0
27.3118,84.8643,318.3,1.6,1.2,2018-03-24,0447,Terra,MODIS,61,6.03,303,15.6,D,0
27.3207,84.7828,323.1,1.6,1.3,2018-03-24,0447,Terra,MODIS,72,6.03,303.9,25.6,D,0
27.3225,84.7664,321.9,1.6,1.3,2018-03-24,0447,Terra,MODIS,70,6.03,303.5,23,D,0
27.3627,84.5023,313.8,1.7,1.3,2018-03-24,0447,Terra,MODIS,30,6.03,302.6,10.7,D,0
27.1021,87.6807,322.7,1.1,1.1,2018-03-24,0447,Terra,MODIS,75,6.03,304.8,13.4,D,0
27.2724,86.4352,320.7,1.3,1.1,2018-03-24,0447,Terra,MODIS,55,6.03,303.4,13.6,D,0
27.2725,86.4293,319.1,1.3,1.1,2018-03-24,0447,Terra,MODIS,46,6.03,303.8,10.5,D,0
27.5291,84.431,317.9,1.7,1.3,2018-03-24,0447,Terra,MODIS,58,6.03,299.9,20.4,D,0
27.7765,83.5097,322.4,2,1.4,2018-03-24,0447,Terra,MODIS,73,6.03,304.3,34.8,D,0
27.7667,83.5109,319.7,2,1.4,2018-03-24,0447,Terra,MODIS,70,6.03,302.6,26.6,D,0
27.8732,84.5103,316,1.7,1.3,2018-03-24,0447,Terra,MODIS,56,6.03,301.5,15.2,D,0
28.5806,83.3843,313.8,2.1,1.4,2018-03-24,0447,Terra,MODIS,29,6.03,297.9,22.4,D,0
27.5239,84.4116,323.3,1.5,1.2,2018-03-24,0759,Aqua,MODIS,49,6.03,303.8,19.7,D,0
26.6004,87.6558,319.1,2.4,1.5,2018-03-24,0759,Aqua,MODIS,65,6.03,302.1,22.6,D,0
29.0969,81.1098,323.3,1.1,1,2018-03-24,0759,Aqua,MODIS,59,6.03,307.6,10.4,D,0
28.9402,80.1554,315.8,1,1,2018-03-24,0759,Aqua,MODIS,37,6.03,303.8,3.7,D,0
29.0461,81.1505,320.6,1.1,1,2018-03-24,0759,Aqua,MODIS,61,6.03,306.4,8,D,0
29.031,81.1596,326.7,1.1,1,2018-03-24,0759,Aqua,MODIS,75,6.03,310.2,15,D,0
28.9823,81.0041,327.5,1,1,2018-03-24,0759,Aqua,MODIS,79,6.03,308.3,17.3,D,0
28.9837,81.0146,321.6,1,1,2018-03-24,0759,Aqua,MODIS,72,6.03,306.4,10.2,D,0
28.7389,80.4933,323.2,1,1,2018-03-24,0759,Aqua,MODIS,71,6.03,307.1,10.3,D,0
28.5404,80.6572,316,1,1,2018-03-24,0759,Aqua,MODIS,41,6.03,305.1,6.3,D,0
