latitude,longitude,acq_date,confidence
27.5722,84.9122,2018-03-05,54
27.5908,85.6362,2018-03-05,60
27.383,85.2169,2018-03-05,69
26.9471,87.5506,2018-03-05,75
28.0238,81.3556,2018-03-05,65
28.2567,80.4231,2018-03-05,63
28.2518,80.4094,2018-03-05,53
28.7891,80.227,2018-03-05,78
28.8475,80.2513,2018-03-05,68
28.7849,80.2058,2018-03-05,92
27.8265,84.783,2018-03-05,53
27.9267,83.8111,2018-03-05,67
27.7059,84.7984,2018-03-06,67
27.8184,84.7861,2018-03-06,64
27.4026,87.0423,2018-03-06,67
27.7763,84.9617,2018-03-06,68
26.4171,87.5787,2018-03-06,80
26.9108,87.6173,2018-03-06,67
26.9378,87.313,2018-03-06,87
26.9079,87.5771,2018-03-06,78
28.3273,80.4142,2018-03-06,53
28.1919,81.2038,2018-03-06,63
28.0794,81.3172,2018-03-06,58
28.0755,81.3082,2018-03-06,69
28.0772,81.3232,2018-03-06,70
28.0738,82.8219,2018-03-06,74
28.0754,82.8381,2018-03-06,74
27.6211,84.1941,2018-03-06,67
27.6233,84.2174,2018-03-06,53
26.9457,87.2982,2018-03-06,76
26.9149,87.5694,2018-03-06,70
26.9175,87.6082,2018-03-06,76
26.9143,81.051,2018-03-07,56
26.9148,81.0575,2018-03-07,78
28.0403,80.3348,2018-03-07,61
28.5281,80.1974,2018-03-07,63
28.0717,82.8343,2018-03-07,60
28.8131,80.1583,2018-03-07,52
26.965,87.1443,2018-03-07,70
26.9669,87.1555,2018-03-07,75
26.9678,87.53,2018-03-07,63
26.9599,87.5437,2018-03-07,56
27.1217,87.586,2018-03-07,77
28.2228,80.5174,2018-03-07,56
27.6991,85.0225,2018-03-07,59
27.5478,84.5192,2018-03-07,66
27.7874,86.2613,2018-03-07,71
27.7824,86.2647,2018-03-07,70
27.2765,84.9418,2018-03-07,52
27.1548,84.9208,2018-03-07,53
27.4321,87.7178,2018-03-07,52
27.1521,86.7429,2018-03-07,79
27.0879,87.2035,2018-03-07,58
27.0903,87.2176,2018-03-07,60
27.0801,87.5197,2018-03-07,62
27.082,87.5311,2018-03-07,83
27.2912,86.0314,2018-03-07,93
26.8914,84.8001,2018-03-08,57
27.1712,86.751,2018-03-08,74
27.2883,86.0356,2018-03-08,85
28.5595,80.4542,2018-03-08,64
28.5546,80.4598,2018-03-08,64
27.211,87.7131,2018-03-08,67
27.2124,87.7024,2018-03-08,72
29.434,80.8803,2018-03-08,54
29.425,80.8824,2018-03-08,81
29.4264,80.8932,2018-03-08,70
28.6952,80.4468,2018-03-08,75
28.6739,80.4927,2018-03-08,52
28.5426,80.6761,2018-03-08,62
28.4254,80.0283,2018-03-08,60
28.2879,80.4291,2018-03-08,55
28.2658,80.4085,2018-03-08,58
28.2474,80.4744,2018-03-08,55
28.4348,83.3775,2018-03-08,76
28.1263,81.003,2018-03-08,67
28.0127,81.1136,2018-03-08,66
27.8771,84.5698,2018-03-08,81
27.5359,84.1973,2018-03-08,76
26.8361,81.7313,2018-03-08,65
27.2796,86.034,2018-03-08,79
27.0516,85.8214,2018-03-08,70
27.1438,86.7403,2018-03-08,52
26.5359,84.8439,2018-03-08,50
28.1231,84.2922,2018-03-09,75
28.9681,80.5715,2018-03-09,74
28.9697,80.5611,2018-03-09,53
29.6547,81.2026,2018-03-09,63
29.6565,81.1916,2018-03-09,58
26.6901,84.381,2018-03-09,72
27.9024,81.2288,2018-03-09,56
28.0943,80.5466,2018-03-09,65
27.8755,84.5629,2018-03-09,64
27.9577,84.2423,2018-03-09,62
26.7811,87.2971,2018-03-09,54
27.8142,85.0074,2018-03-09,50
27.0706,87.1377,2018-03-09,60
29.1862,81.6523,2018-03-09,67
29.1835,81.6363,2018-03-09,56
26.934,87.3198,2018-03-10,52
26.9356,87.3039,2018-03-10,65
27.0062,85.9485,2018-03-10,51
26.9903,86.0598,2018-03-10,62
26.9917,86.0716,2018-03-10,74
27.1121,85.1136,2018-03-10,75
26.9312,87.2946,2018-03-10,77
26.9327,87.3084,2018-03-10,82
26.7868,87.2585,2018-03-10,82
26.6799,86.6951,2018-03-10,61
26.9258,86.1254,2018-03-10,64
27.0802,85.3092,2018-03-10,68
27.0715,85.743,2018-03-10,55
27.8135,85.0038,2018-03-10,50
27.5488,84.4588,2018-03-10,83
27.5502,84.4693,2018-03-10,95
27.553,84.4903,2018-03-10,57
26.9846,82.2318,2018-03-10,75
26.9861,82.2419,2018-03-10,53
27.3039,84.7671,2018-03-10,60
27.2725,85.008,2018-03-10,72
28.8859,80.2478,2018-03-10,65
28.1388,80.3252,2018-03-10,70
28.1078,80.5237,2018-03-10,69
27.8396,81.716,2018-03-10,68
27.8412,81.7263,2018-03-10,70
27.73,82.2112,2018-03-10,76
27.7315,82.2213,2018-03-10,79
28.0535,84.9556,2018-03-10,80
27.7909,83.7995,2018-03-10,60
27.7909,84.4204,2018-03-10,65
29.4144,81.4202,2018-03-11,53
29.648,80.4873,2018-03-11,78
29.0777,81.5312,2018-03-11,55
27.8364,80.1559,2018-03-11,58
27.08,85.3096,2018-03-11,60
27.2359,84.9947,2018-03-11,71
27.3531,84.7891,2018-03-11,56
27.3549,84.7778,2018-03-11,51
28.0912,80.5322,2018-03-11,64
28.0927,80.5213,2018-03-11,61
28.1425,80.3607,2018-03-11,67
28.4351,80.7808,2018-03-11,97
28.4365,80.77,2018-03-11,69
28.492,80.5672,2018-03-11,70
28.4935,80.5562,2018-03-11,77
27.4467,83.8188,2018-03-11,65
27.1697,81.2884,2018-03-11,65
27.157,82.2082,2018-03-11,73
27.4245,80.3059,2018-03-11,64
29.5283,80.1244,2018-03-11,75
28.4624,80.7209,2018-03-11,58
29.5247,80.1294,2018-03-11,78
27.7823,84.4158,2018-03-12,53
27.5271,84.2,2018-03-12,78
27.5288,84.2105,2018-03-12,80
27.5196,84.2126,2018-03-12,91
27.033,85.751,2018-03-12,87
27.0344,85.761,2018-03-12,61
26.9811,85.6477,2018-03-12,73
28.8905,80.1835,2018-03-12,62
28.8673,80.9297,2018-03-12,50
28.3455,80.439,2018-03-12,63
28.3917,80.8122,2018-03-12,69
28.0674,80.3136,2018-03-12,58
28.053,80.2993,2018-03-12,72
27.7067,82.5827,2018-03-12,67
28.8874,80.1667,2018-03-12,88
28.4743,83.2639,2018-03-13,54
27.2308,84.1891,2018-03-13,53
26.6975,84.3798,2018-03-13,72
27.2294,84.1994,2018-03-13,51
26.4604,84.1279,2018-03-13,61
26.4636,84.1197,2018-03-13,54
29.2785,80.9202,2018-03-13,73
28.9973,81.9101,2018-03-13,98
29.1355,81.0668,2018-03-13,64
28.9326,80.7391,2018-03-14,74
27.3971,84.518,2018-03-14,60
27.3998,84.5327,2018-03-14,58
27.317,84.5855,2018-03-14,85
28.233,84.8621,2018-03-14,72
27.3197,84.6003,2018-03-14,74
27.1045,85.1137,2018-03-14,62
27.0406,85.7677,2018-03-14,66
29.0821,82.7038,2018-03-14,54
27.9517,82.3521,2018-03-14,57
26.435,87.2087,2018-03-15,62
28.5432,81.9064,2018-03-15,85
28.043,80.2469,2018-03-15,73
28.0444,80.2579,2018-03-15,67
26.4939,80.1913,2018-03-15,72
26.4953,80.2018,2018-03-15,78
28.5162,80.3531,2018-03-15,64
28.5417,81.8938,2018-03-15,79
27.2516,84.9528,2018-03-16,53
27.2495,84.9589,2018-03-16,56
28.1477,80.5192,2018-03-16,63
28.0482,81.3343,2018-03-16,56
28.2856,80.4242,2018-03-16,66
28.3195,80.5142,2018-03-16,73
28.3214,80.5027,2018-03-16,74
26.5787,87.6337,2018-03-16,59
26.5814,87.6488,2018-03-16,72
27.2444,84.9445,2018-03-16,68
26.9586,86.0566,2018-03-16,64
26.6014,84.4515,2018-03-16,51
26.9164,86.1887,2018-03-16,63
27.1077,87.6059,2018-03-16,75
26.5836,87.6416,2018-03-16,76
26.7693,86.6681,2018-03-16,51
26.6782,86.8212,2018-03-16,63
27.0075,85.8936,2018-03-16,99
27.0703,86.7208,2018-03-16,54
27.0715,86.7305,2018-03-16,59
27.9325,82.3964,2018-03-16,54
26.9941,86.0275,2018-03-17,65
27.134,85.8982,2018-03-17,77
27.5221,85.0683,2018-03-17,65
27.5179,85.08,2018-03-17,53
28.4171,80.3623,2018-03-17,99
28.414,80.3419,2018-03-17,95
28.4155,80.3521,2018-03-17,100
28.3963,80.4084,2018-03-17,63
28.387,80.4054,2018-03-17,64
28.3885,80.4156,2018-03-17,71
28.3752,80.4496,2018-03-17,53
28.3583,81.0929,2018-03-17,59
28.2225,80.2967,2018-03-17,62
28.2302,80.3478,2018-03-17,64
28.3538,81.7712,2018-03-17,59
28.0857,81.3061,2018-03-17,64
28.0871,81.3161,2018-03-17,87
28.0524,81.3394,2018-03-17,72
27.9404,81.9809,2018-03-17,54
27.9244,82.3961,2018-03-17,52
27.9258,82.4063,2018-03-17,66
27.7155,81.9506,2018-03-17,86
27.7169,81.9606,2018-03-17,93
27.691,81.9708,2018-03-17,73
27.6751,82.3894,2018-03-17,67
27.8758,84.5434,2018-03-17,58
27.6937,84.8087,2018-03-17,75
27.695,84.8195,2018-03-17,59
27.6947,84.8134,2018-03-17,85
27.5759,84.4102,2018-03-17,62
27.5417,84.2098,2018-03-17,90
27.5432,84.2215,2018-03-17,94
27.535,84.2348,2018-03-17,61
27.5319,84.242,2018-03-17,70
27.5408,84.3128,2018-03-17,57
27.5392,84.4594,2018-03-17,51
27.5294,84.4608,2018-03-17,85
27.5309,84.4729,2018-03-17,88
27.5324,84.4851,2018-03-17,81
27.5241,84.4985,2018-03-17,72
27.3796,83.5712,2018-03-17,62
27.381,83.5822,2018-03-17,67
27.4826,84.8242,2018-03-17,63
27.3055,83.5555,2018-03-17,57
27.1965,83.2821,2018-03-17,67
27.3384,84.7265,2018-03-17,62
27.2368,83.9711,2018-03-17,72
27.2382,83.9824,2018-03-17,80
27.3114,84.6681,2018-03-17,68
27.3099,84.6615,2018-03-17,73
27.3136,84.7739,2018-03-17,71
27.3325,85.0137,2018-03-17,74
27.334,85.0263,2018-03-17,70
27.2884,84.8157,2018-03-17,67
27.2899,84.8281,2018-03-17,81
27.2415,84.7599,2018-03-17,77
27.265,84.96,2018-03-17,67
27.2609,85.0126,2018-03-17,52
27.1967,84.9905,2018-03-17,92
27.1713,85.026,2018-03-17,70
27.169,85.0915,2018-03-17,68
27.3225,86.518,2018-03-17,53
27.2248,85.8381,2018-03-17,68
27.1594,85.3595,2018-03-17,75
27.1187,85.0992,2018-03-17,59
26.8515,83.0346,2018-03-17,75
26.8529,83.0451,2018-03-17,61
27.1072,85.0878,2018-03-17,54
27.0924,85.3088,2018-03-17,73
27.094,85.322,2018-03-17,68
27.0919,85.6662,2018-03-17,73
27.0934,85.68,2018-03-17,79
26.9095,84.2106,2018-03-17,52
27.071,85.6692,2018-03-17,81
27.0644,85.6618,2018-03-17,57
27.066,85.6756,2018-03-17,79
27.0726,85.9165,2018-03-17,55
27.0395,85.7217,2018-03-17,76
27.016,85.7961,2018-03-17,64
26.9993,85.7418,2018-03-17,79
27.0008,85.7557,2018-03-17,72
27.0709,86.7254,2018-03-17,78
26.7065,84.3902,2018-03-17,53
26.7079,84.4018,2018-03-17,62
26.8621,86.3867,2018-03-17,66
26.9614,87.5196,2018-03-17,83
26.9632,87.537,2018-03-17,84
26.9265,87.412,2018-03-17,95
26.928,87.4268,2018-03-17,71
26.8611,87.0904,2018-03-17,52
26.7911,86.5595,2018-03-17,74
26.7589,86.6754,2018-03-17,81
26.7544,86.9564,2018-03-17,51
26.7061,86.6021,2018-03-17,52
26.7534,86.9469,2018-03-17,56
26.7028,86.5936,2018-03-17,75
28.5137,80.0194,2018-03-17,55
28.5903,80.844,2018-03-17,69
28.4995,80.6705,2018-03-17,53
28.501,80.6806,2018-03-17,53
28.401,80.1333,2018-03-17,61
28.4026,80.1436,2018-03-17,70
28.4817,80.6739,2018-03-17,90
28.4229,80.3402,2018-03-17,64
28.4245,80.3504,2018-03-17,78
28.7926,80.1589,2018-03-17,95
28.8343,81.0035,2018-03-17,59
28.6123,80.2488,2018-03-17,66
28.6138,80.259,2018-03-17,58
27.7039,82.512,2018-03-17,50
27.6988,82.5037,2018-03-17,61
27.255,85.0626,2018-03-18,88
27.2574,85.0485,2018-03-18,67
27.2622,85.0559,2018-03-18,94
27.2799,84.9581,2018-03-18,58
27.3341,84.7162,2018-03-18,53
27.1413,85.8947,2018-03-18,55
27.378,84.5877,2018-03-18,54
27.3245,85.0101,2018-03-18,54
27.2102,82.2151,2018-03-18,66
27.3304,83.5975,2018-03-18,70
27.3324,83.6044,2018-03-18,74
27.1017,85.0969,2018-03-18,66
27.3767,83.5774,2018-03-18,54
27.0818,85.7144,2018-03-18,53
27.1641,85.3261,2018-03-18,53
27.2232,84.9976,2018-03-18,87
27.2257,84.9837,2018-03-18,85
27.2928,84.6048,2018-03-18,86
27.2642,84.9485,2018-03-18,90
27.2667,84.9347,2018-03-18,92
27.5402,84.3088,2018-03-18,56
28.7452,80.4829,2018-03-18,61
28.0419,86.2934,2018-03-18,53
27.327,84.9963,2018-03-18,62
27.0484,87.1346,2018-03-18,79
27.2791,87.9382,2018-03-18,71
27.2639,85.0336,2018-03-18,60
27.2719,85.0692,2018-03-18,63
27.1374,85.3027,2018-03-18,64
28.9773,80.987,2018-03-18,51
28.4065,80.8576,2018-03-18,57
27.692,82.4875,2018-03-18,71
27.6921,82.493,2018-03-18,63
27.7913,84.4385,2018-03-18,51
27.8871,85.8783,2018-03-18,79
27.2815,84.8313,2018-03-18,70
27.1315,85.8316,2018-03-18,51
26.9955,85.9983,2018-03-19,61
26.9339,86.2285,2018-03-19,58
27.0325,87.1319,2018-03-19,56
26.858,86.2197,2018-03-19,77
26.5567,84.5044,2018-03-19,75
26.5581,84.5143,2018-03-19,76
26.7866,86.503,2018-03-19,69
27.2927,84.8895,2018-03-19,63
27.2941,84.8995,2018-03-19,66
27.2796,84.8612,2018-03-19,66
27.2523,84.7332,2018-03-19,69
27.2537,84.7431,2018-03-19,75
27.2458,84.8161,2018-03-19,92
27.2472,84.8261,2018-03-19,70
27.236,84.9407,2018-03-19,71
27.2402,84.9707,2018-03-19,94
27.2313,84.9723,2018-03-19,72
27.2327,84.9823,2018-03-19,59
27.2004,84.8197,2018-03-19,71
27.2314,85.0393,2018-03-19,81
26.9645,83.4624,2018-03-19,51
26.9555,83.4641,2018-03-19,86
26.957,83.4743,2018-03-19,86
27.1665,85.1638,2018-03-19,62
27.1518,85.132,2018-03-19,54
27.1445,85.2772,2018-03-19,54
27.147,85.8962,2018-03-19,65
27.1484,85.9066,2018-03-19,58
27.0624,85.6805,2018-03-19,50
27.2506,87.7326,2018-03-19,57
27.0163,85.9573,2018-03-19,65
27.0177,85.9676,2018-03-19,61
26.9941,85.9879,2018-03-19,62
26.9997,86.0293,2018-03-19,69
26.9808,86.0964,2018-03-19,59
26.9485,86.134,2018-03-19,71
26.6767,84.3852,2018-03-19,80
26.6781,84.3951,2018-03-19,87
26.8092,86.6746,2018-03-19,77
26.7567,86.5624,2018-03-19,80
26.7813,87.2388,2018-03-19,64
28.9157,80.1729,2018-03-19,78
28.5694,81.2246,2018-03-19,75
28.3763,80.8641,2018-03-19,73
28.2079,80.3681,2018-03-19,63
28.1634,80.5219,2018-03-19,71
28.1656,80.5351,2018-03-19,71
28.0957,80.3144,2018-03-19,76
28.1116,81.8202,2018-03-19,72
28.2186,85.1252,2018-03-19,53
28.0687,84.2554,2018-03-19,55
27.9873,84.3893,2018-03-19,59
27.7206,82.6826,2018-03-19,63
27.9042,84.3291,2018-03-19,57
27.8938,84.3207,2018-03-19,52
27.8953,84.3307,2018-03-19,92
27.8804,84.354,2018-03-19,62
27.6138,83.1814,2018-03-19,62
27.8012,84.5144,2018-03-19,70
27.7656,84.7776,2018-03-19,77
27.6708,84.6261,2018-03-19,53
27.5326,84.3093,2018-03-19,100
27.534,84.3193,2018-03-19,88
27.5237,84.3109,2018-03-19,97
27.5888,85.2906,2018-03-19,59
27.4362,84.4659,2018-03-19,58
27.4184,84.6703,2018-03-19,55
27.4095,84.6719,2018-03-19,80
27.4109,84.6819,2018-03-19,76
27.4123,84.6919,2018-03-19,84
27.2886,84.8822,2018-03-19,58
27.2492,87.7357,2018-03-19,76
27.1787,85.0607,2018-03-20,81
27.2567,84.7391,2018-03-20,69
27.2547,84.8119,2018-03-20,68
27.2812,84.8797,2018-03-20,61
27.1488,85.8209,2018-03-20,55
27.2246,85.825,2018-03-20,56
28.1751,80.3503,2018-03-20,62
27.9524,82.1571,2018-03-20,52
27.9723,83.0106,2018-03-20,54
28.3214,80.3979,2018-03-20,61
28.3229,80.3848,2018-03-20,65
27.2441,87.7357,2018-03-20,68
27.2464,87.7226,2018-03-20,70
27.8136,84.8404,2018-03-20,58
27.8441,84.7624,2018-03-20,64
27.4347,87.3506,2018-03-20,59
27.946,84.5177,2018-03-20,55
27.669,86.5901,2018-03-20,61
27.5839,87.2624,2018-03-20,61
28.109,85.2573,2018-03-20,88
26.7455,86.6305,2018-03-20,56
27.1929,84.1875,2018-03-20,66
26.4035,81.702,2018-03-20,67
28.9213,80.6562,2018-03-20,58
28.8745,80.1474,2018-03-20,52
28.9241,80.6626,2018-03-20,63
28.3751,80.8872,2018-03-20,51
28.2609,80.4942,2018-03-20,73
28.2579,80.4803,2018-03-20,61
28.26,80.5018,2018-03-20,69
28.8752,80.1421,2018-03-20,75
27.6062,85.7006,2018-03-20,100
27.6035,85.6859,2018-03-20,61
27.7082,82.4512,2018-03-20,69
27.5452,84.4669,2018-03-21,53
28.919,80.1669,2018-03-21,74
27.1301,84.3923,2018-03-21,65
27.2126,84.896,2018-03-21,74
27.1831,85.2568,2018-03-21,57
27.1581,85.2569,2018-03-21,80
27.1231,85.1001,2018-03-21,58
27.2393,85.8296,2018-03-21,50
27.7005,81.9491,2018-03-21,67
27.9607,84.2461,2018-03-21,65
27.6607,82.8783,2018-03-21,75
27.9095,84.9921,2018-03-21,68
27.7621,85.0439,2018-03-21,63
27.5418,84.4525,2018-03-21,84
27.5321,84.4547,2018-03-21,100
27.5342,84.4668,2018-03-21,66
27.5362,84.4789,2018-03-21,69
27.5387,84.5531,2018-03-21,62
27.5407,84.5651,2018-03-21,77
27.6074,85.6994,2018-03-21,69
27.6091,85.7099,2018-03-21,58
27.3681,84.7005,2018-03-21,58
27.2523,84.199,2018-03-21,70
27.3893,85.0277,2018-03-21,74
27.3534,84.8677,2018-03-21,60
27.3165,84.7043,2018-03-21,82
27.2918,84.795,2018-03-21,67
27.2855,84.7786,2018-03-21,100
27.2874,84.7904,2018-03-21,98
27.2758,84.7806,2018-03-21,79
27.2643,84.7708,2018-03-21,56
27.2258,84.7787,2018-03-21,66
27.2278,84.7905,2018-03-21,62
27.2472,85.0272,2018-03-21,58
27.1318,84.3993,2018-03-21,69
26.9713,87.1604,2018-03-21,76
26.9445,87.1654,2018-03-21,62
26.8085,86.4471,2018-03-21,64
26.8371,86.8822,2018-03-21,51
26.7496,86.6646,2018-03-21,66
26.7228,86.7325,2018-03-21,62
27.1155,85.1134,2018-03-21,75
27.139,85.3187,2018-03-21,68
27.1408,85.3299,2018-03-21,65
27.5077,87.7479,2018-03-21,86
27.1883,85.8066,2018-03-21,60
27.1351,85.8116,2018-03-21,55
27.0237,85.6951,2018-03-21,76
27.0254,85.7059,2018-03-21,56
26.9843,86.0288,2018-03-21,74
26.9752,86.0306,2018-03-21,70
26.8644,86.205,2018-03-21,66
26.552,84.5003,2018-03-21,69
29.1052,82.0746,2018-03-21,95
29.1077,82.0881,2018-03-21,73
28.3923,80.3471,2018-03-21,71
28.3964,80.368,2018-03-21,81
28.4276,80.8483,2018-03-21,63
28.2049,80.3405,2018-03-21,60
28.1924,80.3438,2018-03-21,67
28.9309,81.1394,2018-03-21,70
29.2469,81.0382,2018-03-21,63
28.8243,80.1161,2018-03-21,62
28.0101,82.2103,2018-03-21,52
27.7573,82.3854,2018-03-21,63
27.1216,87.6893,2018-03-22,57
27.1402,85.8031,2018-03-22,59
27.3305,84.8716,2018-03-22,53
27.413,85.014,2018-03-22,58
27.5359,84.4431,2018-03-22,71
27.1201,87.6992,2018-03-22,70
26.6157,81.6683,2018-03-22,68
26.6176,81.6585,2018-03-22,69
27.5432,80.0812,2018-03-22,63
27.186,84.3855,2018-03-22,68
26.9728,86.0111,2018-03-22,55
27.2113,85.0777,2018-03-22,67
27.2521,84.8412,2018-03-22,70
27.2579,84.7974,2018-03-22,64
27.5463,84.4618,2018-03-22,59
27.5484,84.4861,2018-03-22,85
27.5503,84.469,2018-03-22,77
27.5526,84.4933,2018-03-22,75
27.5391,84.4946,2018-03-22,52
27.2662,84.7671,2018-03-22,62
27.8461,81.9017,2018-03-22,78
27.2782,86.4253,2018-03-22,81
29.0646,81.0925,2018-03-23,55
28.4079,80.4986,2018-03-23,70
28.5284,80.4041,2018-03-23,58
27.8334,84.5794,2018-03-23,67
27.8377,84.559,2018-03-23,61
27.312,84.7529,2018-03-23,71
27.3151,84.759,2018-03-23,73
28.4054,80.5123,2018-03-23,67
26.9935,83.4897,2018-03-23,61
27.5672,80.8913,2018-03-23,62
26.992,83.5077,2018-03-23,51
27.574,83.9432,2018-03-23,79
27.7977,86.2666,2018-03-23,76
27.7568,86.2202,2018-03-23,80
27.7607,86.2098,2018-03-23,72
27.7633,86.2252,2018-03-23,59
27.3933,84.7057,2018-03-23,78
27.3985,84.7113,2018-03-23,76
27.3468,84.7603,2018-03-23,71
27.2919,84.6013,2018-03-23,78
27.3141,84.7539,2018-03-23,55
27.2461,84.8446,2018-03-23,77
27.2564,84.8983,2018-03-23,64
27.1641,85.0769,2018-03-23,85
27.1502,85.2575,2018-03-23,66
27.1533,85.2742,2018-03-23,71
27.1257,85.3153,2018-03-23,61
27.1274,85.3217,2018-03-23,75
26.8395,84.3174,2018-03-23,72
27.132,85.7964,2018-03-23,52
26.8493,84.3201,2018-03-23,64
28.0735,84.7991,2018-03-23,59
27.0338,87.1413,2018-03-23,61
27.036,87.1541,2018-03-23,56
27.8264,84.8379,2018-03-23,69
27.5862,83.9403,2018-03-23,70
26.7686,86.9871,2018-03-23,59
27.1333,86.5467,2018-03-23,59
29.0308,81.148,2018-03-23,61
27.9519,82.4437,2018-03-23,74
27.5395,84.4296,2018-03-23,52
27.5754,84.9203,2018-03-23,66
27.4881,85.03,2018-03-23,54
27.4826,85.037,2018-03-23,57
27.4186,84.6223,2018-03-23,65
27.3358,84.762,2018-03-23,66
27.3916,85.3394,2018-03-23,62
27.3207,84.8621,2018-03-23,60
27.2468,84.783,2018-03-23,54
27.2488,84.8695,2018-03-23,73
27.2502,84.8801,2018-03-23,74
27.2763,86.3856,2018-03-23,100
27.1646,85.7987,2018-03-23,65
27.1187,85.931,2018-03-23,59
26.7152,86.8229,2018-03-24,58
26.7302,86.8614,2018-03-24,54
27.134,85.3128,2018-03-24,77
26.9046,87.2677,2018-03-24,62
27.1369,85.3193,2018-03-24,68
27.1385,85.3044,2018-03-24,62
27.2314,85.0702,2018-03-24,74
27.2989,84.8789,2018-03-24,78
27.31,84.8805,2018-03-24,94
27.3118,84.8643,2018-03-24,61
27.3207,84.7828,2018-03-24,72
27.3225,84.7664,2018-03-24,70
27.1021,87.6807,2018-03-24,75
27.2724,86.4352,2018-03-24,55
27.5291,84.431,2018-03-24,58
27.7765,83.5097,2018-03-24,73
27.7667,83.5109,2018-03-24,70
27.8732,84.5103,2018-03-24,56
26.6004,87.6558,2018-03-24,65
29.0969,81.1098,2018-03-24,59
29.0461,81.1505,2018-03-24,61
29.031,81.1596,2018-03-24,75
28.9823,81.0041,2018-03-24,79
28.9837,81.0146,2018-03-24,72
28.7389,80.4933,2018-03-24,71
28.5065,81.2379,2018-03-24,74
28.3411,80.4104,2018-03-24,72
28.4,80.8423,2018-03-24,60
28.3322,80.412,2018-03-24,77
27.9446,82.4438,2018-03-24,70
29.147,81.072,2018-03-24,55
27.5754,85.0119,2018-03-24,55
27.4537,84.4133,2018-03-24,85
27.4553,84.4276,2018-03-24,83
27.3965,84.5157,2018-03-24,55
27.4106,84.9489,2018-03-24,54
27.3319,84.7628,2018-03-24,77
27.3336,84.7781,2018-03-24,63
27.1343,83.4873,2018-03-24,56
27.2526,85.3985,2018-03-24,51
27.1587,85.2673,2018-03-24,67
27.1604,85.2838,2018-03-24,72
27.1597,85.8087,2018-03-24,52
27.138,86.634,2018-03-24,56
27.1254,86.6343,2018-03-24,69
27.1275,86.656,2018-03-24,54
27.095,87.6816,2018-03-24,64
26.7521,86.7918,2018-03-24,73
26.7518,86.7969,2018-03-24,75
26.6454,87.7663,2018-03-24,76
26.6494,87.7467,2018-03-24,75
26.6517,87.7708,2018-03-24,69
27.7483,84.3975,2018-03-24,72
27.728,84.6123,2018-03-24,65
27.7137,84.6854,2018-03-24,67
27.711,84.6915,2018-03-24,74
27.6177,84.0574,2018-03-24,94
27.651,84.4486,2018-03-24,78
27.6527,84.4634,2018-03-24,58
27.7286,85.739,2018-03-24,61
27.6056,84.4608,2018-03-24,76
27.5428,84.4847,2018-03-24,67
28.0886,84.7866,2018-03-24,85
28.0854,84.7779,2018-03-24,80
28.0872,84.794,2018-03-24,84
27.9559,84.1994,2018-03-24,76
27.9575,84.2138,2018-03-24,63
